FROGPOND,Frog Pond,40.74672222222,-119.17341666666
RAZORBACK,Razorback Mountain (Peak 5650’ MSL),40.74347222222,-119.14263888888
BLACKROCKCITY,Black Rock City (The Man),40.78580555555,-119.20611111111
GERLACH,Gerlach,40.65361111111,-119.35627777777
EMPIRE,Empire,40.57738888888,-119.34116666666
